product_category,product_subcategory,selling_price,cost_price,discount_percent,advertising_cost,shipping_cost,return_rate,product_rating,season,marketing_channel,competition_level,platform,region,state,city,payment_method,demand,revenue,profit
Automotive,Cleaning Care,3275.44,1391.31,31.54,16513.93,130.06,4.52,4.59,Navratri,Social Media,Medium,Amazon,North,Delhi,New Delhi,Credit Card,2467,5531917.47,1716146.67
Electronics,Laptops,23787.66,15852.49,50.74,32395.85,243.86,3.87,4.16,Regular Season,Search Ads,Medium,Meesho,North,Delhi,New Delhi,UPI,847,9924977.71,-3874930.12
Automotive,Car Accessories,4551.24,2864.92,30.22,13513.85,280.9,14.69,2.77,Dussehra,Social Media,Medium,Flipkart,South,Karnataka,Bengaluru,UPI,794,2521629.09,-89587.8
Books,Fiction,1083.7,527.99,52.55,33161.29,181.35,3.74,4.42,Christmas,Influencer,High,Flipkart,North,Delhi,New Delhi,UPI,3062,1574528.32,-656132.24
Electronics,Headphones,23001.69,16804.45,52.1,34841.56,46.42,10.06,2.59,Diwali,Search Ads,Low,Flipkart,North,Delhi,New Delhi,UPI,1029,11337325.99,-6474351.68
Electronics,Smartphones,9649.96,6702.63,10.34,13418.61,81.53,10.29,4.33,Holi,Influencer,Medium,Meesho,East,West Bengal,Kolkata,UPI,867,7501417.64,1453002.88
Home & Kitchen,Storage,4498.18,2396.61,54.23,14560.77,67.11,10.85,4.19,Navratri,Search Ads,Medium,Flipkart,Central,Rajasthan,Jaipur,COD,2568,5287042.02,-1230641.74
Home & Kitchen,Home Decor,913.76,464.14,33.28,27784.28,296.42,10.76,3.29,Regular Season,Email Marketing,Medium,Flipkart,Central,Rajasthan,Jaipur,UPI,1373,837064.1,-274007.24
Fashion,Footwear,1437.29,725.53,25.12,17738.13,122.14,16.77,3.11,Christmas,Social Media,Low,Amazon,North,Delhi,New Delhi,UPI,1177,1266737.72,203436.02
Books,Fiction,1382.62,731.71,54.95,36327.47,124.66,1.66,2.52,Holi,Organic Search,High,Flipkart,North,Delhi,New Delhi,UPI,945,588612.44,-260832.03
Home & Kitchen,Bedding,4013.62,2196.93,17.22,30965.49,122.59,8.01,3.93,Christmas,Email Marketing,Low,Meesho,East,West Bengal,Kolkata,UPI,1598,5309314.47,1493608.62
Home & Kitchen,Home Decor,7477.35,4640.09,35.02,36784.46,266.32,7.94,3.2,Diwali,Search Ads,High,Amazon,East,West Bengal,Kolkata,Debit Card,1232,5986019.46,-221962.27
Electronics,Accessories,12802.68,8842.62,23.78,31986.26,60.77,9.2,3.02,Dussehra,Influencer,Medium,Myntra,North,Delhi,New Delhi,Credit Card,793,7738254.74,482382.9
Fashion,Handbags,519.43,255.13,24.63,20607.02,321.62,20.53,3.28,Diwali,Social Media,Medium,Amazon,Central,Rajasthan,Jaipur,UPI,2407,942327.0,-577501.25
Sports & Fitness,Gym Equipment,4228.46,2600.39,11.97,18676.95,268.67,12.57,4.04,Regular Season,Social Media,Low,Amazon,South,Karnataka,Bengaluru,Debit Card,1028,3826538.11,757103.43
Home & Kitchen,Storage,6648.14,3316.43,24.99,35830.64,59.88,8.41,4.01,Republic Day,Affiliate,Medium,Amazon,East,West Bengal,Kolkata,UPI,1125,5610116.04,1694660.02
Toys & Games,Puzzles,5066.29,2041.98,11.86,19904.09,47.25,12.96,4.8,Independence Day,Influencer,Medium,Myntra,Central,Rajasthan,Jaipur,Credit Card,1289,5755936.7,2953788.04
Home & Kitchen,Home Decor,7778.02,4187.15,40.68,6809.63,285.26,10.44,4.46,Regular Season,Email Marketing,High,Flipkart,East,West Bengal,Kolkata,UPI,705,3252814.63,5412.44
Sports & Fitness,Cycles,5055.11,2676.81,18.38,16089.93,86.56,11.06,4.43,Regular Season,Email Marketing,Low,Amazon,South,Karnataka,Bengaluru,UPI,1226,5058452.44,1557861.4
Electronics,Headphones,23206.06,17979.31,28.65,18671.79,244.64,11.26,3.55,Diwali,Organic Search,Medium,Flipkart,West,Maharashtra,Mumbai,UPI,969,16044240.57,-2137212.96
Books,Non-Fiction,575.4,319.13,9.24,14175.46,100.29,1.51,3.83,Republic Day,Social Media,High,Amazon,North,Delhi,New Delhi,COD,712,371829.92,57630.54
Fashion,Watches,2162.58,882.38,28.06,3080.4,43.93,21.61,3.36,Dussehra,Affiliate,High,Amazon,West,Maharashtra,Mumbai,Credit Card,887,1379959.17,508747.73
Electronics,Smartphones,18082.5,13367.83,25.73,23000.67,136.98,8.59,4.27,Navratri,Organic Search,Medium,Flipkart,East,West Bengal,Kolkata,Debit Card,1072,14396823.59,-417383.78
Books,Non-Fiction,783.84,422.12,23.89,35679.83,79.57,4.87,2.68,Eid,Search Ads,Medium,Amazon,East,West Bengal,Kolkata,Credit Card,1092,651466.04,60212.82
Beauty & Personal Care,Fragrances,2092.63,708.27,7.12,30205.71,211.94,7.82,3.2,Holi,Influencer,Low,Flipkart,Central,Rajasthan,Jaipur,Debit Card,819,1591836.86,789851.8
Home & Kitchen,Storage,7428.62,3506.95,8.66,33391.45,172.42,6.37,4.03,Regular Season,Organic Search,Medium,Snapdeal,South,Karnataka,Bengaluru,UPI,777,5272179.27,2332256.34
Books,Competitive Exams,445.11,205.93,25.08,34495.64,275.73,2.02,3.23,Christmas,Organic Search,High,Flipkart,Central,Rajasthan,Jaipur,Debit Card,1375,458530.07,-243507.2
Toys & Games,Board Games,4936.5,2686.32,47.58,31637.22,332.17,10.94,4.83,Navratri,Organic Search,Medium,Flipkart,Central,Rajasthan,Jaipur,UPI,3646,9434802.69,-1936370.52
Books,Competitive Exams,1205.88,580.35,48.56,15351.97,50.16,3.64,4.63,Independence Day,Search Ads,Medium,Amazon,South,Karnataka,Bengaluru,Debit Card,2904,1801364.77,-62975.9
Beauty & Personal Care,Fragrances,1088.06,336.68,9.53,13854.0,282.06,7.81,3.17,Republic Day,Search Ads,Medium,Flipkart,West,Maharashtra,Mumbai,Credit Card,880,866243.74,292420.99
Home & Kitchen,Home Decor,6882.47,3217.58,53.14,37080.16,164.91,9.0,2.81,Raksha Bandhan,Search Ads,High,Amazon,West,Maharashtra,Mumbai,UPI,659,2125357.67,-193382.47
Beauty & Personal Care,Fragrances,894.73,323.08,44.88,26966.3,125.77,6.38,2.95,Christmas,Affiliate,High,Meesho,East,West Bengal,Kolkata,Credit Card,938,462598.32,6013.77
Sports & Fitness,Gym Equipment,4187.48,2284.5,53.2,24957.12,136.82,4.81,4.77,Diwali,Affiliate,Low,Snapdeal,East,West Bengal,Kolkata,Debit Card,4953,9706595.39,-2463522.06
Home & Kitchen,Cookware,1512.54,858.99,54.38,19759.68,113.46,9.43,3.9,Raksha Bandhan,Organic Search,Medium,Amazon,South,Karnataka,Bengaluru,Credit Card,1659,1144744.42,-530780.75
Toys & Games,Dolls,2430.68,1403.07,22.08,29878.74,111.19,4.52,2.82,Regular Season,Email Marketing,Medium,Meesho,East,West Bengal,Kolkata,Debit Card,675,1278440.45,214038.09
Home & Kitchen,Kitchen Appliances,3946.31,2293.83,9.68,33625.71,114.6,10.97,4.81,Diwali,Influencer,Medium,Meesho,North,Delhi,New Delhi,UPI,2695,9605807.88,2894985.23
Beauty & Personal Care,Skincare,1437.98,616.38,35.47,11566.36,186.06,3.84,2.5,Christmas,Affiliate,Medium,Meesho,East,West Bengal,Kolkata,UPI,775,719144.58,78332.78
Automotive,Cleaning Care,5236.55,2699.7,35.46,19362.46,139.89,4.33,3.82,Holi,Influencer,High,Meesho,South,Karnataka,Bengaluru,UPI,1041,3518235.81,509284.92
Fashion,Handbags,1577.61,820.52,46.33,30828.58,89.38,27.03,4.78,Dussehra,Affiliate,Medium,Amazon,Central,Rajasthan,Jaipur,Credit Card,3633,3076073.04,-505745.46
Beauty & Personal Care,Grooming,2478.94,898.93,11.24,34816.0,212.28,5.83,3.11,Diwali,Search Ads,High,Flipkart,North,Delhi,New Delhi,Credit Card,894,1967074.59,921591.71
Home & Kitchen,Kitchen Appliances,7270.55,4249.41,33.66,26369.87,103.79,10.69,2.52,Regular Season,Social Media,Medium,Flipkart,Central,Rajasthan,Jaipur,UPI,492,2373055.17,146307.28
Automotive,Car Accessories,529.99,250.44,16.21,27481.0,208.37,13.58,3.93,Republic Day,Social Media,Medium,Amazon,East,West Bengal,Kolkata,UPI,1787,793568.5,-94282.88
Home & Kitchen,Home Decor,7729.8,4933.61,17.91,36355.36,216.02,6.22,3.99,Diwali,Organic Search,Medium,Amazon,South,Karnataka,Bengaluru,Debit Card,1667,10577769.83,1817893.69
Books,Non-Fiction,783.95,320.26,27.61,34768.79,212.86,2.8,2.69,Regular Season,Organic Search,Medium,Amazon,West,Maharashtra,Mumbai,UPI,777,440948.59,-12111.83
Automotive,Car Electronics,2102.94,1068.32,12.27,20590.32,276.08,6.97,2.84,Republic Day,Influencer,Low,Flipkart,South,Karnataka,Bengaluru,UPI,777,1433494.5,346365.34
Fashion,Men's Apparel,713.65,365.16,14.01,3290.9,101.54,14.2,4.56,Regular Season,Affiliate,Low,Amazon,East,West Bengal,Kolkata,UPI,1464,898409.42,182337.15
Electronics,Accessories,7109.17,5085.93,24.33,34341.33,332.96,8.02,3.09,Holi,Influencer,Medium,Amazon,South,Karnataka,Bengaluru,Debit Card,973,5234262.2,-184869.93
Fashion,Handbags,1175.93,544.63,48.13,20477.01,96.18,16.91,2.93,Regular Season,Affiliate,Low,Meesho,North,Delhi,New Delhi,COD,1394,850277.12,-106920.85
Electronics,Accessories,12765.1,8530.16,27.47,9096.57,81.64,3.94,4.62,Diwali,Influencer,High,Amazon,East,West Bengal,Kolkata,UPI,1191,11026905.69,659169.53
Toys & Games,Dolls,5121.63,2277.77,37.51,2961.31,221.93,10.61,4.31,Independence Day,Social Media,Medium,Snapdeal,Central,Rajasthan,Jaipur,COD,1118,3578166.36,699830.65
Home & Kitchen,Kitchen Appliances,7395.75,4526.4,31.37,14759.14,56.97,11.13,3.24,Diwali,Organic Search,High,Myntra,North,Delhi,New Delhi,UPI,871,4420937.51,301601.79
Books,Children Books,665.88,319.52,10.77,17885.8,89.93,5.84,3.72,Independence Day,Influencer,Medium,Myntra,South,Karnataka,Bengaluru,UPI,1206,716562.66,196087.28
Automotive,Car Accessories,576.22,353.8,33.15,14176.02,40.61,9.95,3.97,Diwali,Social Media,Medium,Amazon,Central,Rajasthan,Jaipur,UPI,3674,1415236.08,-87759.08
Sports & Fitness,Gym Equipment,4731.78,2829.07,31.38,29427.26,315.03,8.06,3.7,Independence Day,Influencer,High,Flipkart,North,Delhi,New Delhi,UPI,1001,3250194.38,3751.85
Sports & Fitness,Sportswear,4055.04,2683.52,6.0,2412.15,225.84,7.6,3.63,Navratri,Influencer,Low,Amazon,West,Maharashtra,Mumbai,COD,748,2851179.72,628008.83
Beauty & Personal Care,Haircare,2072.03,992.25,20.17,21699.54,58.82,6.76,4.44,Diwali,Influencer,Medium,Flipkart,West,Maharashtra,Mumbai,COD,2523,4173298.21,1452424.79
Fashion,Watches,3855.03,1421.55,42.63,18962.91,109.03,13.52,4.79,Dussehra,Influencer,High,Myntra,Central,Rajasthan,Jaipur,Credit Card,2061,4558170.9,1270464.43
Automotive,Car Accessories,4257.71,2546.76,33.61,35154.05,158.64,10.47,3.13,Diwali,Email Marketing,Medium,Amazon,South,Karnataka,Bengaluru,UPI,1544,4364415.02,36375.48
Fashion,Handbags,1351.59,667.02,50.32,29204.58,67.28,20.55,3.34,Holi,Influencer,Medium,Amazon,North,Delhi,New Delhi,UPI,2252,1512150.24,-263437.94
Automotive,Cleaning Care,1180.61,781.38,31.48,32715.06,274.53,7.83,3.17,Eid,Influencer,Medium,Flipkart,Central,Rajasthan,Jaipur,Debit Card,1565,1266012.97,-459959.1
Sports & Fitness,Yoga Mats,5153.46,2344.99,40.36,14212.57,78.13,13.8,2.66,Regular Season,Influencer,Medium,Flipkart,East,West Bengal,Kolkata,Debit Card,497,1527541.2,266150.31
Electronics,Laptops,2294.85,1616.18,25.18,24450.15,294.69,3.62,2.7,Republic Day,Email Marketing,Medium,Amazon,Central,Rajasthan,Jaipur,Debit Card,814,1397643.51,-198502.52
Fashion,Women's Ethnic Wear,3590.59,1412.13,49.19,22038.91,252.95,15.86,3.64,Eid,Email Marketing,High,Amazon,East,West Bengal,Kolkata,UPI,1591,2902586.64,110410.08
Electronics,Smartwatches,16166.48,10513.89,10.11,22048.99,96.54,7.38,4.17,Christmas,Email Marketing,Low,Flipkart,North,Delhi,New Delhi,UPI,877,12744606.86,3243965.03
Electronics,Smartphones,3028.36,2386.16,47.3,31264.1,347.58,6.64,4.73,Navratri,Affiliate,Medium,Meesho,Central,Rajasthan,Jaipur,Debit Card,3389,5408660.05,-4060595.96
Electronics,Headphones,14715.66,10162.04,7.87,22826.86,44.39,11.47,4.09,Republic Day,Search Ads,Low,Snapdeal,West,Maharashtra,Mumbai,UPI,592,8026062.23,1787014.99
Electronics,Smartwatches,5505.66,4165.91,47.49,13927.54,315.08,10.92,3.12,Independence Day,Social Media,Low,Myntra,South,Karnataka,Bengaluru,UPI,1134,3278419.02,-1965428.87
Books,Children Books,1179.32,505.77,34.09,11307.4,217.17,5.09,3.64,Dussehra,Organic Search,High,Snapdeal,Central,Rajasthan,Jaipur,UPI,1410,1095978.63,48458.14
Beauty & Personal Care,Skincare,340.28,106.28,40.62,23701.35,327.23,3.79,3.51,Navratri,Organic Search,Low,Flipkart,Central,Rajasthan,Jaipur,UPI,3673,742160.0,-900298.61
Beauty & Personal Care,Haircare,630.57,258.62,19.81,29597.86,304.86,6.81,3.52,Holi,Affiliate,Medium,Flipkart,West,Maharashtra,Mumbai,Credit Card,1674,846464.93,-151146.01
Books,Non-Fiction,753.77,362.68,34.99,16426.82,145.34,3.74,4.12,Navratri,Email Marketing,Low,Amazon,Central,Rajasthan,Jaipur,COD,3364,1648447.05,-97509.44
Sports & Fitness,Gym Equipment,4598.91,2564.68,48.66,35364.05,59.17,14.48,3.06,Republic Day,Influencer,Low,Meesho,East,West Bengal,Kolkata,UPI,1288,3041071.55,-498908.72
Automotive,Cleaning Care,3647.59,2392.79,30.44,4997.18,349.16,13.2,3.77,Navratri,Email Marketing,Medium,Flipkart,North,Delhi,New Delhi,UPI,1446,3668883.17,-448475.3
Beauty & Personal Care,Fragrances,2524.35,1257.98,5.57,19955.7,141.32,6.52,4.59,Dussehra,Influencer,High,Amazon,East,West Bengal,Kolkata,Debit Card,1328,3165611.64,1254036.66
Automotive,Car Electronics,4840.93,2515.0,24.32,25020.31,348.69,5.55,3.22,Eid,Email Marketing,Medium,Flipkart,Central,Rajasthan,Jaipur,UPI,1064,3898087.24,778676.4
Toys & Games,Puzzles,3820.89,2599.79,41.74,5590.77,166.43,11.72,4.62,Navratri,Affiliate,Low,Amazon,North,Delhi,New Delhi,UPI,2353,5237896.86,-1478794.97
Books,Fiction,1115.88,634.13,30.14,24366.67,106.29,5.25,3.56,Republic Day,Influencer,Medium,Meesho,West,Maharashtra,Mumbai,UPI,1486,1158416.9,17272.09
Fashion,Footwear,1626.43,867.0,35.33,33387.99,170.13,20.95,3.99,Regular Season,Email Marketing,Medium,Meesho,South,Karnataka,Bengaluru,UPI,1555,1635568.1,-108880.07
Toys & Games,Board Games,4906.16,2533.36,28.99,27512.36,190.48,10.11,2.73,Navratri,Affiliate,High,Meesho,South,Karnataka,Bengaluru,UPI,634,2208769.91,407642.91
Books,Non-Fiction,279.73,138.02,5.39,27215.65,175.1,2.44,4.71,Diwali,Affiliate,Medium,Flipkart,East,West Bengal,Kolkata,Debit Card,3526,933164.9,-208612.8
Beauty & Personal Care,Grooming,1700.44,672.88,20.12,15972.23,345.83,7.0,3.73,Republic Day,Organic Search,Medium,Myntra,West,Maharashtra,Mumbai,Credit Card,1020,1385477.7,306064.23
Fashion,Handbags,2676.76,1090.9,34.42,11533.32,172.37,16.75,4.32,Republic Day,Social Media,Medium,Meesho,North,Delhi,New Delhi,Credit Card,1639,2877132.08,696566.77
Automotive,Riding Gear,2395.59,1381.56,30.24,29178.33,108.39,14.82,2.91,Raksha Bandhan,Influencer,High,Flipkart,North,Delhi,New Delhi,COD,889,1485664.43,79275.31
Fashion,Women's Ethnic Wear,706.64,361.17,10.91,2212.03,217.82,21.83,3.25,Dussehra,Affiliate,Medium,Myntra,North,Delhi,New Delhi,Net Banking,596,375209.16,2001.49
Automotive,Cleaning Care,1363.43,669.01,21.28,4113.19,180.1,13.83,4.61,Eid,Social Media,Medium,Flipkart,East,West Bengal,Kolkata,Credit Card,1852,1987736.96,345168.75
Electronics,Laptops,21590.4,17370.5,50.14,23253.99,333.6,9.42,4.34,Republic Day,Email Marketing,Low,Amazon,West,Maharashtra,Mumbai,UPI,1482,15953690.64,-10936575.12
Sports & Fitness,Supplements,5876.27,3725.09,32.58,17666.17,62.71,7.94,4.06,Regular Season,Affiliate,Medium,Flipkart,North,Delhi,New Delhi,UPI,859,3403170.08,66128.09
Electronics,Smartphones,2368.61,1611.06,18.94,38514.57,265.54,7.03,3.4,Navratri,Search Ads,Medium,Meesho,Central,Rajasthan,Jaipur,Credit Card,1231,2363514.17,-31439.82
Books,Children Books,167.64,87.68,24.69,28561.58,143.18,3.45,2.57,Diwali,Social Media,Medium,Amazon,South,Karnataka,Bengaluru,UPI,2137,269795.57,-259008.0
Electronics,Headphones,23187.75,16282.06,39.38,24988.42,133.69,5.31,3.71,Holi,Organic Search,High,Flipkart,North,Delhi,New Delhi,UPI,648,9108556.3,-1696199.71
Toys & Games,Dolls,5462.03,3099.16,37.29,3939.91,262.23,12.22,4.29,Holi,Affiliate,Medium,Myntra,West,Maharashtra,Mumbai,UPI,1338,4582969.8,-66628.66
Automotive,Car Accessories,3082.79,1695.28,54.33,13132.4,120.99,5.12,4.63,Raksha Bandhan,Organic Search,High,Amazon,North,Delhi,New Delhi,COD,1488,2094970.37,-657669.62
Automotive,Cleaning Care,998.94,648.39,19.77,24334.0,172.89,10.14,2.91,Republic Day,Influencer,Medium,Amazon,East,West Bengal,Kolkata,UPI,830,665203.14,-61711.09
Beauty & Personal Care,Haircare,1491.36,649.84,16.93,18827.3,80.2,7.45,2.99,Christmas,Search Ads,Medium,Snapdeal,East,West Bengal,Kolkata,Debit Card,991,1227722.9,470471.06
Automotive,Riding Gear,805.38,388.36,9.89,6198.36,276.42,6.74,2.63,Independence Day,Affiliate,Low,Snapdeal,West,Maharashtra,Mumbai,UPI,750,544295.94,27618.16
Toys & Games,Action Figures,5059.59,2910.31,8.09,26499.12,189.35,12.95,4.8,Diwali,Organic Search,High,Flipkart,South,Karnataka,Bengaluru,Net Banking,1492,6938201.6,2128139.07
Beauty & Personal Care,Grooming,1119.65,520.6,17.48,30857.39,134.74,7.58,3.03,Regular Season,Influencer,Medium,Flipkart,Central,Rajasthan,Jaipur,Credit Card,852,787192.77,185229.54
Toys & Games,Action Figures,4315.01,2647.25,36.24,10953.48,250.53,14.8,3.34,Diwali,Influencer,High,Flipkart,South,Karnataka,Bengaluru,UPI,903,2484379.09,-248457.92
Fashion,Women's Ethnic Wear,3037.81,1293.59,26.86,3943.91,159.51,16.87,4.61,Regular Season,Social Media,Medium,Meesho,East,West Bengal,Kolkata,COD,1015,2255182.05,707309.64
Beauty & Personal Care,Skincare,452.35,191.79,16.77,18625.45,147.44,4.12,2.96,Independence Day,Search Ads,Medium,Meesho,North,Delhi,New Delhi,UPI,1121,422046.3,17524.78
Automotive,Car Electronics,1771.37,1142.31,44.75,23592.04,157.64,8.99,3.06,Raksha Bandhan,Search Ads,Medium,Amazon,West,Maharashtra,Mumbai,Credit Card,1333,1304583.01,-495510.57
Beauty & Personal Care,Fragrances,1515.26,641.65,31.76,21287.66,285.46,6.09,2.51,Diwali,Influencer,Medium,Amazon,North,Delhi,New Delhi,Credit Card,1343,1388680.03,97490.01
Toys & Games,Dolls,5241.14,3304.13,24.82,31707.3,102.81,13.47,4.67,Navratri,Influencer,High,Amazon,North,Delhi,New Delhi,Credit Card,1926,7588996.71,767887.43
Home & Kitchen,Bedding,5966.26,3239.98,5.61,18337.22,284.92,10.93,4.8,Diwali,Email Marketing,Low,Amazon,East,West Bengal,Kolkata,Credit Card,2083,11730524.51,4152973.35
Fashion,Handbags,2436.24,1099.62,33.54,7690.3,203.16,17.1,3.67,Navratri,Search Ads,Low,Flipkart,East,West Bengal,Kolkata,COD,1876,3037478.7,464998.24
Books,Fiction,632.75,262.32,23.83,9506.17,68.31,3.51,3.7,Diwali,Influencer,Low,Snapdeal,Central,Rajasthan,Jaipur,UPI,3000,1445897.02,433998.75
Automotive,Cleaning Care,5492.23,2505.84,11.16,37450.17,227.57,11.99,4.61,Diwali,Influencer,Medium,Snapdeal,Central,Rajasthan,Jaipur,Debit Card,2349,11461468.96,4794752.32
Fashion,Handbags,2532.43,1056.8,49.89,31748.24,296.33,17.05,2.91,Dussehra,Influencer,High,Flipkart,East,West Bengal,Kolkata,UPI,1044,1324836.7,-192981.05
Automotive,Cleaning Care,768.08,530.8,27.93,16101.48,46.09,12.0,4.19,Eid,Affiliate,Medium,Meesho,South,Karnataka,Bengaluru,Credit Card,2031,1124270.72,-101452.52
Books,Fiction,1248.02,664.29,38.84,33107.13,311.8,1.63,4.33,Republic Day,Search Ads,High,Amazon,East,West Bengal,Kolkata,UPI,1841,1405215.11,-434535.56
Home & Kitchen,Home Decor,3030.62,1812.25,53.45,9902.45,262.07,8.16,4.76,Holi,Email Marketing,High,Myntra,South,Karnataka,Bengaluru,Net Banking,1918,2705825.42,-1374039.19
Toys & Games,Educational Toys,2248.77,1445.01,44.05,35850.65,206.54,11.73,4.31,Eid,Affiliate,High,Amazon,West,Maharashtra,Mumbai,Debit Card,2807,3531730.39,-1292970.3
Toys & Games,Dolls,1954.67,1150.6,50.56,8781.42,317.67,9.04,3.82,Dussehra,Email Marketing,High,Amazon,West,Maharashtra,Mumbai,UPI,1447,1398364.66,-793407.62
Fashion,Watches,1935.71,751.54,39.62,15843.4,85.06,17.41,3.55,Diwali,Email Marketing,Medium,Amazon,South,Karnataka,Bengaluru,UPI,2092,2445091.31,595159.6
Toys & Games,Dolls,542.69,372.81,42.93,37483.06,340.58,5.39,3.51,Regular Season,Influencer,Low,Flipkart,West,Maharashtra,Mumbai,COD,2471,765301.28,-1070062.22
Sports & Fitness,Gym Equipment,850.46,592.7,7.71,36775.59,298.27,9.86,3.96,Diwali,Social Media,Medium,Amazon,Central,Rajasthan,Jaipur,UPI,2685,2107428.4,-400311.79
Sports & Fitness,Yoga Mats,4021.53,2127.04,30.62,16028.48,118.84,9.16,4.03,Diwali,Organic Search,Medium,Myntra,Central,Rajasthan,Jaipur,COD,2188,6104820.88,1056322.19
Automotive,Car Accessories,3201.16,1325.47,39.9,23261.84,194.63,14.22,3.97,Republic Day,Organic Search,Medium,Amazon,West,Maharashtra,Mumbai,UPI,1590,3058996.48,521851.38
Books,Children Books,941.28,415.48,38.07,795.38,314.28,4.06,3.03,Republic Day,Social Media,High,Flipkart,North,Delhi,New Delhi,UPI,491,286220.94,-78089.73
Home & Kitchen,Storage,2339.85,1300.91,10.84,17945.51,71.39,7.02,2.86,Raksha Bandhan,Search Ads,Low,Amazon,North,Delhi,New Delhi,COD,788,1643933.68,524650.4
Automotive,Cleaning Care,2379.57,1453.17,48.69,32370.01,251.43,4.14,3.58,Regular Season,Search Ads,Medium,Flipkart,Central,Rajasthan,Jaipur,Debit Card,1896,2314935.17,-987740.79
Beauty & Personal Care,Skincare,1469.67,499.38,30.97,16514.33,73.79,3.45,3.91,Regular Season,Organic Search,Medium,Flipkart,North,Delhi,New Delhi,UPI,1534,1556263.25,651946.37
Automotive,Car Electronics,2157.46,1259.79,21.59,19428.14,121.21,3.74,2.86,Holi,Social Media,High,Amazon,North,Delhi,New Delhi,UPI,705,1192623.39,189688.06
Sports & Fitness,Supplements,4164.61,2682.28,16.46,6804.91,302.34,13.02,4.27,Navratri,Email Marketing,Medium,Meesho,South,Karnataka,Bengaluru,UPI,1334,4641139.67,510126.29
Automotive,Car Electronics,1028.49,433.77,23.84,19460.26,109.11,9.31,2.91,Christmas,Search Ads,Medium,Flipkart,West,Maharashtra,Mumbai,UPI,933,730817.02,190691.38
Books,Competitive Exams,349.63,160.76,51.29,2932.33,127.01,2.05,2.53,Diwali,Email Marketing,Low,Snapdeal,Central,Rajasthan,Jaipur,COD,1377,234509.67,-167609.1
Automotive,Car Accessories,523.89,335.59,12.3,35637.92,266.94,7.85,4.12,Eid,Influencer,Medium,Amazon,North,Delhi,New Delhi,COD,2374,1090737.93,-415814.6
Toys & Games,Board Games,3695.54,1746.98,18.95,33164.93,122.04,12.8,2.79,Christmas,Organic Search,Medium,Amazon,East,West Bengal,Kolkata,Credit Card,714,2138597.91,725460.96
Home & Kitchen,Bedding,669.85,427.48,43.52,4861.23,148.56,10.17,4.06,Diwali,Affiliate,Low,Flipkart,West,Maharashtra,Mumbai,COD,3200,1210660.1,-696482.59
Books,Non-Fiction,871.48,511.99,52.44,35770.17,326.61,4.87,4.4,Republic Day,Email Marketing,Low,Meesho,South,Karnataka,Bengaluru,COD,3745,1552212.2,-1677243.16
Books,Children Books,1251.3,539.76,53.25,18230.99,149.98,3.97,4.48,Raksha Bandhan,Email Marketing,Medium,Meesho,South,Karnataka,Bengaluru,UPI,2836,1659011.08,-338958.4
Sports & Fitness,Yoga Mats,4812.25,2014.89,14.9,22634.22,99.94,9.44,3.23,Regular Season,Influencer,High,Flipkart,West,Maharashtra,Mumbai,COD,410,1679042.15,767897.52
Electronics,Accessories,11596.16,9798.91,23.1,20022.03,246.09,11.71,2.6,Diwali,Email Marketing,Low,Flipkart,North,Delhi,New Delhi,Net Banking,697,6215460.59,-1015912.79
Home & Kitchen,Kitchen Appliances,2264.39,1248.32,46.35,21355.43,152.03,4.66,2.96,Raksha Bandhan,Email Marketing,Low,Flipkart,East,West Bengal,Kolkata,UPI,1520,1846564.76,-330812.22
Fashion,Watches,1466.4,577.26,50.49,19107.22,91.69,20.72,4.81,Republic Day,Search Ads,Medium,Myntra,Central,Rajasthan,Jaipur,UPI,2510,1822296.75,25228.14
Books,Children Books,299.45,163.8,29.33,23841.21,153.97,5.95,4.79,Navratri,Social Media,Low,Meesho,South,Karnataka,Bengaluru,UPI,5321,1126037.02,-625996.52
Sports & Fitness,Sportswear,1831.4,898.2,24.62,14136.57,301.4,8.22,4.45,Regular Season,Email Marketing,Low,Flipkart,East,West Bengal,Kolkata,Credit Card,1943,2682329.61,277437.34
Fashion,Men's Apparel,1129.77,559.65,44.17,21239.94,40.22,24.34,3.26,Diwali,Social Media,Medium,Myntra,East,West Bengal,Kolkata,UPI,2073,1307545.98,-37966.73
Home & Kitchen,Bedding,5822.42,2934.68,7.12,29971.93,52.93,8.82,2.63,Dussehra,Email Marketing,Low,Meesho,East,West Bengal,Kolkata,Credit Card,678,3666531.59,1565504.31
Sports & Fitness,Sportswear,5008.77,3472.49,20.38,22328.75,145.16,4.5,3.76,Eid,Email Marketing,Medium,Myntra,North,Delhi,New Delhi,UPI,1165,4645999.82,359792.49
Fashion,Footwear,2056.58,1029.88,32.62,23087.22,224.87,15.37,3.13,Regular Season,Search Ads,Low,Snapdeal,East,West Bengal,Kolkata,UPI,1085,1503510.11,57332.12
Automotive,Helmets,4243.79,2224.26,15.15,32070.14,274.37,3.34,3.4,Regular Season,Organic Search,Medium,Flipkart,West,Maharashtra,Mumbai,COD,700,2520599.07,723279.74
Beauty & Personal Care,Makeup,2725.63,965.85,15.3,17156.58,331.78,2.7,2.5,Diwali,Influencer,Medium,Amazon,South,Karnataka,Bengaluru,UPI,717,1655272.37,699829.14
Books,Fiction,563.7,326.15,42.11,23785.54,243.44,4.43,4.12,Christmas,Email Marketing,Medium,Meesho,Central,Rajasthan,Jaipur,UPI,2454,800803.83,-642852.14
